Name = Wierstorf 2011 - Unechoic - AKGK271 - 44.1kHz					
ImpulseResponseSubFolder = Data\wierstorf2011\44100Hz					
SampleRate = 44100				
					
<AvailableSourceLocations> 					
// AvailableSourceLocations are specified as: File [tab] Channel [tab] Ear [tab] Azimuth [tab] Elevation [tab] Distance [tab], with one location per row					
// Note that Channel is the channel number within the File in which the impulse response for the corresponding Azimuth, Elevation and Distance for ear Ear is stored. 					
// Ear should have the values either L or R, for left and right respectively					
					
//File	Channel	Ear	Azimuth	Elevation	Distance
QU_KEMAR_anechoic_AKGK271_3.0m.wav	315	R	157	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	316	L	157	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	317	R	158	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	318	L	158	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	319	R	159	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	320	L	159	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	321	R	160	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	322	L	160	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	323	R	161	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	324	L	161	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	325	R	162	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	326	L	162	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	327	R	163	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	328	L	163	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	329	R	164	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	330	L	164	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	331	R	165	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	332	L	165	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	333	R	166	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	334	L	166	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	335	R	167	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	336	L	167	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	337	R	168	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	338	L	168	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	339	R	169	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	340	L	169	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	341	R	170	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	342	L	170	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	343	R	171	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	344	L	171	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	345	R	172	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	346	L	172	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	347	R	173	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	348	L	173	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	349	R	174	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	350	L	174	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	351	R	175	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	352	L	175	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	353	R	176	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	354	L	176	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	355	R	177	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	356	L	177	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	357	R	178	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	358	L	178	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	359	R	179	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	360	L	179	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	361	R	180	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	362	L	180	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	363	R	181	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	364	L	181	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	365	R	182	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	366	L	182	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	367	R	183	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	368	L	183	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	369	R	184	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	370	L	184	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	371	R	185	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	372	L	185	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	373	R	186	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	374	L	186	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	375	R	187	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	376	L	187	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	377	R	188	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	378	L	188	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	379	R	189	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	380	L	189	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	381	R	190	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	382	L	190	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	383	R	191	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	384	L	191	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	385	R	192	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	386	L	192	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	387	R	193	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	388	L	193	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	389	R	194	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	390	L	194	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	391	R	195	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	392	L	195	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	393	R	196	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	394	L	196	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	395	R	197	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	396	L	197	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	397	R	198	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	398	L	198	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	399	R	199	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	400	L	199	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	401	R	200	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	402	L	200	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	403	R	201	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	404	L	201	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	405	R	202	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	406	L	202	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	407	R	203	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	408	L	203	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	409	R	204	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	410	L	204	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	411	R	205	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	412	L	205	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	413	R	206	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	414	L	206	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	415	R	207	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	416	L	207	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	417	R	208	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	418	L	208	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	419	R	209	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	420	L	209	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	421	R	210	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	422	L	210	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	423	R	211	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	424	L	211	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	425	R	212	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	426	L	212	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	427	R	213	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	428	L	213	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	429	R	214	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	430	L	214	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	431	R	215	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	432	L	215	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	433	R	216	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	434	L	216	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	435	R	217	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	436	L	217	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	437	R	218	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	438	L	218	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	439	R	219	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	440	L	219	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	441	R	220	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	442	L	220	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	443	R	221	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	444	L	221	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	445	R	222	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	446	L	222	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	447	R	223	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	448	L	223	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	449	R	224	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	450	L	224	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	451	R	225	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	452	L	225	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	453	R	226	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	454	L	226	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	455	R	227	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	456	L	227	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	457	R	228	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	458	L	228	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	459	R	229	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	460	L	229	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	461	R	230	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	462	L	230	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	463	R	231	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	464	L	231	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	465	R	232	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	466	L	232	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	467	R	233	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	468	L	233	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	469	R	234	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	470	L	234	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	471	R	235	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	472	L	235	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	473	R	236	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	474	L	236	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	475	R	237	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	476	L	237	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	477	R	238	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	478	L	238	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	479	R	239	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	480	L	239	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	481	R	240	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	482	L	240	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	483	R	241	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	484	L	241	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	485	R	242	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	486	L	242	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	487	R	243	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	488	L	243	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	489	R	244	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	490	L	244	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	491	R	245	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	492	L	245	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	493	R	246	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	494	L	246	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	495	R	247	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	496	L	247	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	497	R	248	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	498	L	248	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	499	R	249	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	500	L	249	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	501	R	250	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	502	L	250	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	503	R	251	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	504	L	251	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	505	R	252	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	506	L	252	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	507	R	253	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	508	L	253	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	509	R	254	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	510	L	254	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	511	R	255	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	512	L	255	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	513	R	256	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	514	L	256	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	515	R	257	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	516	L	257	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	517	R	258	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	518	L	258	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	519	R	259	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	520	L	259	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	521	R	260	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	522	L	260	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	523	R	261	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	524	L	261	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	525	R	262	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	526	L	262	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	527	R	263	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	528	L	263	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	529	R	264	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	530	L	264	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	531	R	265	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	532	L	265	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	533	R	266	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	534	L	266	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	535	R	267	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	536	L	267	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	537	R	268	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	538	L	268	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	539	R	269	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	540	L	269	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	541	R	270	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	542	L	270	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	543	R	271	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	544	L	271	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	545	R	272	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	546	L	272	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	547	R	273	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	548	L	273	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	549	R	274	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	550	L	274	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	551	R	275	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	552	L	275	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	553	R	276	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	554	L	276	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	555	R	277	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	556	L	277	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	557	R	278	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	558	L	278	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	559	R	279	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	560	L	279	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	561	R	280	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	562	L	280	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	563	R	281	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	564	L	281	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	565	R	282	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	566	L	282	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	567	R	283	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	568	L	283	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	569	R	284	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	570	L	284	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	571	R	285	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	572	L	285	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	573	R	286	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	574	L	286	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	575	R	287	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	576	L	287	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	577	R	288	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	578	L	288	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	579	R	289	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	580	L	289	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	581	R	290	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	582	L	290	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	583	R	291	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	584	L	291	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	585	R	292	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	586	L	292	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	587	R	293	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	588	L	293	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	589	R	294	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	590	L	294	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	591	R	295	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	592	L	295	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	593	R	296	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	594	L	296	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	595	R	297	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	596	L	297	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	597	R	298	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	598	L	298	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	599	R	299	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	600	L	299	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	601	R	300	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	602	L	300	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	603	R	301	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	604	L	301	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	605	R	302	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	606	L	302	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	607	R	303	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	608	L	303	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	609	R	304	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	610	L	304	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	611	R	305	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	612	L	305	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	613	R	306	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	614	L	306	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	615	R	307	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	616	L	307	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	617	R	308	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	618	L	308	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	619	R	309	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	620	L	309	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	621	R	310	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	622	L	310	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	623	R	311	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	624	L	311	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	625	R	312	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	626	L	312	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	627	R	313	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	628	L	313	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	629	R	314	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	630	L	314	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	631	R	315	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	632	L	315	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	633	R	316	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	634	L	316	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	635	R	317	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	636	L	317	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	637	R	318	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	638	L	318	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	639	R	319	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	640	L	319	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	641	R	320	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	642	L	320	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	643	R	321	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	644	L	321	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	645	R	322	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	646	L	322	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	647	R	323	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	648	L	323	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	649	R	324	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	650	L	324	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	651	R	325	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	652	L	325	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	653	R	326	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	654	L	326	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	655	R	327	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	656	L	327	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	657	R	328	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	658	L	328	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	659	R	329	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	660	L	329	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	661	R	330	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	662	L	330	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	663	R	331	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	664	L	331	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	665	R	332	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	666	L	332	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	667	R	333	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	668	L	333	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	669	R	334	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	670	L	334	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	671	R	335	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	672	L	335	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	673	R	336	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	674	L	336	0	3
QU_KEMAR_anechoic_AKGK271_3.0m.wav	675	R	337	0	3
